t,mark,rider,speed_kmh,accel_ms2,lat_accel_ms2,yaw_rate_rads,heading_deg,pitch_deg,roll_deg,lean_deg,slip_deg,throttle_in,steer_in,steer_deg,steer_limit_deg,surface_front,surface_rear,contact_f,contact_r,dist_along_m,off_centre_m,corner_radius_m,nitro,x,y,z,track
35.3,,riding,91.0,-0.15,8.36,0.331,13.2,0.0,0.0,-45.0,1.9,1.0,-1.0,-2.0,2.0,offroad,offroad,1,1,1069.8,10.84,straight,0,-159.18,38.23,848.75,Hillclimb
35.4,,riding,91.1,0.25,-0.36,-0.014,13.2,0.0,0.0,-18.8,0.8,1.0,-1.0,-2.0,2.0,offroad,offroad,1,1,1072.3,10.97,straight,0,-158.69,37.42,851.09,Hillclimb
35.5,,riding,91.3,0.54,11.79,0.465,15.1,0.0,0.0,-27.2,1.0,1.0,-1.0,-2.0,2.0,offroad,offroad,1,1,1074.8,11.05,straight,0,-158.14,36.57,853.42,Hillclimb
35.6,,riding,91.3,0.18,4.66,0.184,17.1,0.0,0.0,-35.4,1.5,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1077.4,11.07,straight,0,-157.51,35.76,855.75,Hillclimb
35.7,,riding,91.1,-0.64,0.85,0.034,17.6,0.0,0.0,-23.1,1.0,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1079.9,11.02,straight,0,-156.83,35.04,858.08,Hillclimb
35.8,,riding,90.4,-2.02,-0.45,-0.018,17.6,0.0,0.0,-10.3,0.6,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1082.5,10.94,straight,0,-156.12,34.48,860.43,Hillclimb
35.9,,riding,89.3,-3.09,-0.24,-0.010,17.6,0.0,0.0,-3.4,0.5,1.0,0.0,0.0,2.1,offroad,offroad,1,1,1085.0,10.85,straight,0,-155.40,34.11,862.79,Hillclimb
36.0,,riding,87.9,-3.84,-0.14,-0.006,17.5,0.0,0.0,-0.3,0.5,1.0,0.0,0.0,2.1,offroad,offroad,1,1,1087.5,10.77,straight,0,-154.68,33.95,865.13,Hillclimb
36.1,,riding,86.6,-3.54,-0.13,-0.005,17.5,0.0,0.0,0.6,0.4,1.0,0.0,0.0,2.2,offroad,offroad,1,1,1089.9,10.68,straight,0,-153.97,33.99,867.44,Hillclimb
36.2,,riding,85.6,-2.88,-0.02,-0.001,17.4,0.0,0.0,0.5,0.4,1.0,0.0,0.0,2.3,offroad,offroad,1,1,1092.3,10.60,straight,0,-153.27,34.13,869.72,Hillclimb
36.3,,riding,84.6,-2.73,7.56,0.322,18.2,0.0,0.0,-8.0,0.5,1.0,-1.0,-2.3,2.3,offroad,offroad,1,1,1094.7,10.50,straight,0,-152.57,34.28,871.98,Hillclimb
36.4,,riding,83.4,-3.24,9.67,0.417,21.1,0.0,0.0,-32.6,1.6,1.0,0.0,0.0,2.4,offroad,offroad,1,1,1097.0,10.36,straight,0,-151.82,34.40,874.18,Hillclimb
36.5,,riding,82.4,-2.84,2.44,0.107,22.3,0.0,0.0,-29.3,1.4,1.0,0.0,0.0,2.4,offroad,offroad,1,1,1099.3,10.16,straight,0,-151.03,34.50,876.34,Hillclimb
36.6,,riding,81.7,-1.90,0.48,0.021,22.5,0.0,0.0,-14.4,0.8,1.0,0.0,0.0,2.5,offroad,offroad,1,1,1101.6,9.91,straight,0,-150.19,34.57,878.46,Hillclimb
36.7,,riding,81.0,-1.89,10.67,0.474,24.2,0.0,0.0,-24.4,0.9,1.0,-1.0,-2.5,2.5,offroad,offroad,1,1,1103.8,9.63,straight,0,-149.33,34.64,880.55,Hillclimb
36.8,,riding,80.2,-2.15,13.38,0.600,27.5,0.0,0.0,-38.4,1.9,1.0,-1.0,-2.6,2.6,offroad,offroad,1,1,1106.0,9.27,straight,0,-148.40,34.70,882.58,Hillclimb
36.9,,riding,78.9,-3.66,13.42,0.612,31.0,0.0,0.0,-43.5,2.8,1.0,-1.0,-2.7,2.7,offroad,offroad,1,1,1108.2,8.82,straight,0,-147.39,34.76,884.55,Hillclimb
37.0,,riding,77.2,-4.71,13.20,0.615,34.6,0.0,0.0,-46.2,3.7,1.0,-1.0,-2.8,2.8,offroad,offroad,1,1,1110.3,8.29,straight,0,-146.32,34.83,886.42,Hillclimb
37.1,,riding,75.4,-5.14,12.57,0.600,38.1,0.0,0.0,-47.3,4.4,1.0,0.0,0.0,2.9,offroad,offroad,1,1,1112.3,7.66,straight,0,-145.18,34.90,888.20,Hillclimb
37.2,,riding,73.8,-4.46,1.75,0.085,40.7,0.0,0.0,-44.3,4.6,1.0,0.0,0.0,3.0,road,offroad,1,1,1114.3,6.96,straight,0,-143.99,34.97,889.89,Hillclimb
37.3,,riding,74.3,1.49,-4.19,-0.203,39.2,0.0,0.0,-3.3,1.3,1.0,0.0,0.0,3.0,road,road,1,1,1116.2,6.20,straight,0,-142.75,35.00,891.53,Hillclimb
37.4,,riding,76.5,6.18,-3.70,-0.174,38.5,0.0,0.0,6.0,0.2,1.0,1.0,2.3,2.9,road,road,1,1,1118.1,5.37,straight,0,-141.44,35.00,893.19,Hillclimb
37.5,,riding,78.6,5.86,-12.58,-0.576,35.8,0.0,0.0,26.2,-0.9,1.0,1.0,2.7,2.7,road,road,1,1,1120.1,4.53,straight,0,-140.12,34.98,894.91,Hillclimb
37.6,,riding,80.6,5.45,-14.27,-0.637,32.2,0.0,0.0,39.2,-1.7,1.0,1.0,2.6,2.6,road,road,1,1,1122.2,3.75,straight,0,-138.84,34.98,896.73,Hillclimb
37.7,,riding,82.4,5.04,-14.57,-0.636,28.5,0.0,0.0,44.4,-2.1,1.0,1.0,2.5,2.5,road,road,1,1,1124.4,3.07,straight,0,-137.63,34.97,898.66,Hillclimb
37.8,,riding,84.1,4.77,-14.61,-0.625,24.8,0.0,0.0,46.5,-2.2,1.0,1.0,2.4,2.4,road,road,1,1,1126.6,2.50,straight,0,-136.52,34.97,900.71,Hillclimb
37.9,,riding,85.8,4.58,-14.60,-0.613,21.2,0.0,0.0,47.4,-2.2,1.0,1.0,2.3,2.3,road,road,1,1,1128.9,2.07,straight,0,-135.52,34.96,902.86,Hillclimb
38.0,,riding,87.5,4.81,-2.81,-0.116,19.7,0.0,0.0,39.2,-1.5,1.0,0.0,0.0,2.2,road,road,1,1,1131.3,1.76,straight,0,-134.62,34.96,905.10,Hillclimb
38.1,,riding,87.3,-0.69,-0.53,-0.022,19.4,0.0,0.0,20.7,-0.6,0.0,0.0,0.0,2.2,road,road,1,1,1133.7,1.52,straight,0,-133.76,34.96,907.39,Hillclimb
38.2,,riding,86.0,-3.40,-0.10,-0.004,19.4,0.0,0.0,9.4,-0.2,0.0,0.0,0.0,2.2,road,road,1,1,1136.1,1.32,straight,0,-132.95,34.96,909.64,Hillclimb
38.3,MARK,riding,84.8,-3.37,-0.02,-0.001,19.4,0.0,0.0,4.0,-0.1,0.0,0.0,0.0,2.3,road,road,1,1,1138.5,1.13,straight,0,-132.16,34.96,911.88,Hillclimb
38.4,,riding,83.6,-3.35,-0.00,-0.000,19.3,0.0,0.0,1.4,-0.0,0.0,0.0,0.0,2.4,road,road,1,1,1140.8,0.95,straight,0,-131.39,34.96,914.08,Hillclimb
38.5,,riding,82.4,-3.33,-0.00,-0.000,19.3,0.0,0.0,0.7,-0.0,0.0,0.0,0.0,2.4,road,road,1,1,1143.1,0.78,straight,0,-130.63,34.96,916.24,Hillclimb
38.6,,riding,81.2,-3.32,-0.00,-0.000,19.3,0.0,0.0,0.3,-0.0,0.0,0.0,0.0,2.5,road,road,1,1,1145.4,0.61,straight,0,-129.88,34.96,918.38,Hillclimb
38.7,,riding,80.0,-3.30,-0.00,-0.000,19.3,0.0,0.0,0.1,-0.0,0.0,0.0,0.0,2.6,road,road,1,1,1147.6,0.44,straight,0,-129.14,34.96,920.49,Hillclimb
