t,mark,rider,speed_kmh,accel_ms2,lat_accel_ms2,yaw_rate_rads,heading_deg,pitch_deg,roll_deg,lean_deg,slip_deg,throttle_in,steer_in,steer_deg,steer_limit_deg,surface_front,surface_rear,contact_f,contact_r,dist_along_m,off_centre_m,corner_radius_m,nitro,x,y,z,track
22.1,,riding,121.0,0.92,-0.00,-0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,640.0,-0.02,straight,0,-257.26,32.64,440.63,Hillclimb
22.2,,riding,121.3,0.88,-0.00,-0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,643.4,-0.08,straight,0,-256.33,32.76,443.87,Hillclimb
22.3,,riding,121.6,0.84,-0.00,-0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,646.8,-0.14,straight,0,-255.40,32.89,447.11,Hillclimb
22.4,,riding,121.9,0.80,-0.00,-0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,650.2,-0.20,straight,0,-254.46,33.02,450.37,Hillclimb
22.5,,riding,122.2,0.76,-0.00,-0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,653.5,-0.27,straight,0,-253.53,33.14,453.63,Hillclimb
22.6,,riding,122.5,0.72,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,656.9,-0.33,straight,0,-252.59,33.27,456.89,Hillclimb
22.7,,riding,122.7,0.69,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,660.4,-0.39,straight,0,-251.65,33.40,460.17,Hillclimb
22.8,,riding,122.9,0.66,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,663.8,-0.45,straight,0,-250.70,33.53,463.45,Hillclimb
22.9,,riding,123.2,0.63,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,667.2,-0.51,straight,0,-249.76,33.65,466.74,Hillclimb
23.0,,riding,123.4,0.60,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,670.6,-0.57,straight,0,-248.81,33.78,470.03,Hillclimb
23.1,,riding,123.6,0.57,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,674.0,-0.63,straight,0,-247.87,33.91,473.33,Hillclimb
23.2,,riding,123.8,0.54,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,677.5,-0.69,straight,0,-246.92,34.04,476.63,Hillclimb
23.3,,riding,124.0,0.52,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,680.9,-0.76,straight,0,-245.97,34.17,479.94,Hillclimb
23.4,,riding,124.1,0.49,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,684.4,-0.82,straight,0,-245.02,34.30,483.25,Hillclimb
23.5,,riding,124.3,0.47,0.00,0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,687.8,-0.88,straight,0,-244.06,34.43,486.57,Hillclimb
23.6,,riding,124.5,0.42,0.00,0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,691.3,-0.94,straight,0,-243.11,34.57,489.89,Hillclimb
23.7,,riding,124.6,0.37,0.00,0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,694.8,-1.00,straight,0,-242.15,34.71,493.22,Hillclimb
23.8,,riding,124.7,0.37,-0.00,-0.000,16.0,0.0,0.0,-0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,698.2,-1.07,straight,0,-241.20,34.86,496.54,Hillclimb
23.9,,riding,124.9,0.44,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,701.7,-1.13,straight,0,-240.24,34.97,499.88,Hillclimb
24.0,,riding,125.1,0.53,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,705.1,-1.19,straight,0,-239.28,35.04,503.22,Hillclimb
24.1,,riding,125.3,0.66,-0.00,-0.000,16.0,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,708.6,-1.25,straight,0,-238.32,35.05,506.56,Hillclimb
24.2,,riding,125.6,0.73,0.00,0.000,16.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1,road,road,1,1,712.1,-1.31,straight,0,-237.36,35.02,509.92,Hillclimb
24.3,,riding,125.8,0.67,3.49,0.100,16.1,0.0,0.0,0.0,0.0,1.0,-1.0,-1.1,1.1,road,road,1,1,715.6,-1.38,straight,0,-236.39,34.99,513.28,Hillclimb
24.4,,riding,126.0,0.54,12.34,0.353,17.8,0.0,0.0,-23.0,0.8,1.0,-1.0,-1.0,1.0,road,road,1,1,719.1,-1.46,straight,0,-235.39,34.97,516.63,Hillclimb
24.5,,riding,126.2,0.46,3.21,0.091,18.9,0.0,0.0,-31.5,0.9,1.0,0.0,0.0,1.0,road,road,1,1,722.6,-1.61,straight,0,-234.33,34.97,519.97,Hillclimb
24.6,,riding,126.4,0.50,0.61,0.017,19.2,0.0,0.0,-18.2,0.4,1.0,0.0,0.0,1.0,road,road,1,1,726.1,-1.82,straight,0,-233.21,34.96,523.30,Hillclimb
24.7,,riding,126.6,0.52,-6.02,-0.171,19.0,0.0,0.0,-8.6,0.1,1.0,1.0,1.0,1.0,road,road,1,1,729.6,-2.06,straight,0,-232.07,34.96,526.63,Hillclimb
24.8,,riding,126.7,0.44,-9.33,-0.265,17.2,0.0,0.0,26.0,-0.8,1.0,0.0,0.0,1.0,road,road,1,1,733.1,-2.28,straight,0,-230.96,34.96,529.97,Hillclimb
24.9,,riding,126.9,0.42,-1.76,-0.050,16.6,0.0,0.0,23.9,-0.6,1.0,0.0,0.0,1.0,road,road,1,1,736.6,-2.45,straight,0,-229.89,34.96,533.33,Hillclimb
25.0,,riding,127.0,0.44,-0.33,-0.009,16.5,0.0,0.0,12.7,-0.3,1.0,0.0,0.0,1.0,road,road,1,1,740.2,-2.57,straight,0,-228.87,34.96,536.71,Hillclimb
25.1,,riding,127.2,0.44,-0.06,-0.002,16.4,0.0,0.0,5.8,-0.1,1.0,0.0,0.0,1.0,road,road,1,1,743.7,-2.67,straight,0,-227.86,34.96,540.09,Hillclimb
25.2,,riding,127.3,0.43,-0.01,-0.000,16.4,0.0,0.0,2.2,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,747.2,-2.77,straight,0,-226.85,34.96,543.49,Hillclimb
25.3,,riding,127.5,0.41,-0.00,-0.000,16.4,0.0,0.0,1.0,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,750.8,-2.86,straight,0,-225.85,34.96,546.88,Hillclimb
25.4,,riding,127.6,0.39,-0.00,-0.000,16.4,0.0,0.0,0.4,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,754.3,-2.95,straight,0,-224.85,34.96,550.28,Hillclimb
25.5,,riding,127.8,0.37,-0.00,-0.000,16.4,0.0,0.0,0.2,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,757.8,-3.03,straight,0,-223.84,34.96,553.69,Hillclimb
25.6,,riding,127.9,0.35,-0.00,-0.000,16.4,0.0,0.0,0.1,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,761.4,-3.12,straight,0,-222.84,34.96,557.10,Hillclimb
25.7,,riding,128.0,0.33,-0.00,-0.000,16.4,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,765.0,-3.21,straight,0,-221.83,34.96,560.51,Hillclimb
25.8,,riding,128.1,0.32,0.00,0.000,16.4,0.0,0.0,0.0,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,768.5,-3.30,straight,0,-220.82,34.95,563.92,Hillclimb
25.9,,riding,129.0,2.54,0.00,0.000,16.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,772.0,-3.39,straight,1,-219.81,34.87,567.35,Hillclimb
26.0,,riding,129.6,1.64,0.00,0.000,16.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,775.6,-3.48,straight,1,-218.79,34.72,570.80,Hillclimb
26.1,,riding,130.9,3.67,0.03,0.001,16.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,road,road,1,1,779.3,-3.57,straight,1,-217.77,34.66,574.28,Hillclimb
26.2,,riding,131.2,0.69,0.10,0.003,16.5,0.0,0.0,-0.2,-0.0,1.0,0.0,0.0,1.0,road,road,1,1,783.1,-3.67,straight,1,-216.74,34.90,577.76,Hillclimb
26.3,,riding,122.2,-24.92,9.06,0.267,17.4,0.0,0.0,-7.0,0.9,1.0,0.0,0.0,1.0,road,road,1,1,786.8,-3.76,straight,1,-215.75,35.62,581.10,Hillclimb
26.4,,riding,118.3,-10.77,-10.63,-0.323,15.1,0.0,0.0,13.4,-1.5,1.0,0.0,0.0,1.2,road,road,1,1,790.1,-3.86,straight,1,-214.84,36.70,584.10,Hillclimb
26.5,,riding,119.3,2.59,-7.84,-0.237,14.0,0.0,0.0,23.7,-1.0,1.0,1.0,1.2,1.2,road,road,1,1,793.4,-3.90,straight,1,-214.01,37.82,587.10,Hillclimb
26.6,,riding,119.7,1.29,-0.97,-0.029,13.4,0.0,0.0,22.5,-0.7,1.0,0.0,0.0,1.2,road,road,1,1,796.7,-3.88,straight,1,-213.22,38.93,590.14,Hillclimb
26.7,,riding,120.3,1.47,0.52,0.015,13.6,0.0,0.0,4.2,-0.1,1.0,0.0,0.0,1.2,road,road,1,1,800.1,-3.82,straight,1,-212.46,39.97,593.23,Hillclimb
26.8,,riding,121.3,2.81,0.06,0.002,13.7,0.0,0.0,0.7,-0.0,1.0,0.0,0.0,1.1,road,road,1,1,803.4,-3.75,straight,1,-211.70,40.98,596.35,Hillclimb
26.9,,riding,122.2,2.69,-0.03,-0.001,13.7,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.1,road,road,1,1,806.8,-3.68,straight,1,-210.93,41.97,599.50,Hillclimb
27.0,,riding,123.2,2.55,-0.05,-0.001,13.7,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.1,road,road,1,1,810.2,-3.60,straight,1,-210.16,42.97,602.68,Hillclimb
27.1,,riding,124.0,2.41,-0.05,-0.001,13.7,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.1,road,road,1,1,813.7,-3.52,straight,1,-209.38,43.96,605.88,Hillclimb
27.2,,riding,124.8,2.27,-0.05,-0.001,13.7,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.1,road,road,1,1,817.1,-3.45,straight,1,-208.60,44.96,609.11,Hillclimb
27.3,,riding,125.6,2.14,-0.05,-0.001,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.1,road,road,1,1,820.6,-3.37,straight,1,-207.81,45.96,612.35,Hillclimb
27.4,,riding,126.3,2.02,-0.05,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,824.1,-3.29,straight,1,-207.02,46.97,615.62,Hillclimb
27.5,,riding,127.0,1.90,-0.05,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,827.6,-3.21,straight,1,-206.22,47.99,618.90,Hillclimb
27.6,,riding,127.7,1.79,-0.05,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,831.2,-3.12,straight,1,-205.42,49.00,622.20,Hillclimb
27.7,,riding,128.3,1.68,-0.05,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,834.7,-3.04,straight,1,-204.62,50.03,625.52,Hillclimb
27.8,,riding,128.8,1.58,-0.06,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,838.3,-2.96,straight,1,-203.81,51.06,628.85,Hillclimb
27.9,,riding,129.4,1.49,-0.06,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,841.9,-2.87,straight,1,-203.00,52.09,632.20,Hillclimb
28.0,,riding,129.9,1.40,-0.06,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,845.5,-2.79,straight,1,-202.19,53.13,635.56,Hillclimb
28.1,,riding,130.4,1.32,-0.06,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,849.1,-2.70,straight,1,-201.38,54.17,638.93,Hillclimb
28.2,,riding,130.8,1.24,-0.06,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,852.8,-2.62,straight,1,-200.56,55.21,642.31,Hillclimb
28.3,,riding,131.2,1.17,-0.06,-0.002,13.6,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,856.4,-2.53,straight,1,-199.74,56.26,645.71,Hillclimb
28.4,,riding,131.6,1.10,-0.06,-0.002,13.5,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,860.1,-2.44,straight,1,-198.92,57.31,649.12,Hillclimb
28.5,,riding,132.0,1.03,-0.06,-0.002,13.5,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,863.7,-2.35,straight,1,-198.10,58.36,652.53,Hillclimb
28.6,,riding,132.3,0.97,-0.06,-0.002,13.5,0.0,0.0,0.3,0.0,1.0,0.0,0.0,1.0,road,road,1,1,867.4,-2.26,straight,1,-197.27,59.42,655.96,Hillclimb
28.7,,riding,132.7,0.91,-0.06,-0.002,13.5,0.0,0.0,0.3,0.0,1.0,0.0,0.0,0.9,road,road,1,1,871.1,-2.17,straight,1,-196.45,60.48,659.39,Hillclimb
28.8,,riding,133.0,0.85,-0.06,-0.002,13.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.9,road,road,1,1,874.8,-2.07,straight,1,-195.62,61.54,662.83,Hillclimb
28.9,,riding,133.3,0.80,-0.06,-0.002,13.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.9,road,road,1,1,878.5,-1.98,straight,1,-194.79,62.60,666.28,Hillclimb
29.0,,riding,133.5,0.75,-0.06,-0.002,13.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.9,road,road,1,1,882.2,-1.89,straight,1,-193.96,63.67,669.74,Hillclimb
29.1,,riding,133.8,0.71,-0.06,-0.002,13.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.9,road,road,1,1,885.9,-1.79,straight,1,-193.13,64.74,673.20,Hillclimb
29.2,,riding,134.0,0.66,-0.06,-0.002,13.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.9,road,road,1,1,889.6,-1.70,straight,1,-192.30,65.81,676.67,Hillclimb
29.3,,riding,134.2,0.60,-0.09,-0.002,13.5,0.0,0.0,0.4,0.0,1.0,0.0,0.0,0.9,road,road,1,1,893.4,-1.60,straight,1,-191.47,66.89,680.15,Hillclimb
29.4,,riding,134.3,0.17,-0.14,-0.004,13.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,0.9,road,road,1,1,897.1,-1.51,straight,1,-190.65,68.04,683.60,Hillclimb
29.5,,riding,134.4,0.15,-0.17,-0.004,13.4,0.0,0.0,0.7,-0.0,1.0,0.0,0.0,0.9,road,road,1,1,900.9,-1.41,straight,1,-189.83,69.26,687.04,Hillclimb
29.6,,riding,133.8,-1.45,0.02,0.001,13.4,0.0,0.0,0.4,-0.0,1.0,0.0,0.0,0.9,road,road,1,1,904.5,-1.31,straight,1,-189.01,70.44,690.48,Hillclimb
29.7,,riding,132.1,-4.76,0.02,0.000,13.4,0.0,0.0,0.1,-0.0,1.0,0.0,0.0,0.9,air,air,0,0,908.1,-1.21,straight,1,-188.19,71.52,693.90,Hillclimb
29.8,,riding,130.5,-4.50,0.01,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,air,air,0,0,911.5,-1.12,straight,1,-187.37,72.49,697.32,Hillclimb
29.9,,riding,129.0,-4.23,0.01,0.000,13.4,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.0,air,air,0,0,914.8,-1.02,straight,1,-186.57,73.36,700.71,Hillclimb
30.0,,riding,127.6,-3.96,0.01,0.000,13.4,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.0,air,air,0,0,918.2,-0.92,straight,1,-185.76,74.14,704.09,Hillclimb
30.1,,riding,126.2,-3.68,0.01,0.000,13.4,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.0,air,air,0,0,921.8,-0.83,straight,1,-184.96,74.81,707.45,Hillclimb
30.2,,riding,125.0,-3.39,0.01,0.000,13.4,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.1,air,air,0,0,925.3,-0.73,straight,1,-184.16,75.37,710.79,Hillclimb
30.3,,riding,123.9,-3.11,0.01,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,air,air,0,0,928.7,-0.64,straight,1,-183.37,75.84,714.12,Hillclimb
30.4,,riding,122.9,-2.82,0.01,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,air,air,0,0,932.1,-0.54,straight,1,-182.58,76.21,717.43,Hillclimb
30.5,,riding,122.0,-2.53,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,air,air,0,0,935.5,-0.45,straight,1,-181.79,76.48,720.72,Hillclimb
30.6,,riding,121.2,-2.23,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,air,air,0,0,938.8,-0.36,straight,1,-181.01,76.65,724.00,Hillclimb
30.7,,riding,120.5,-1.94,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.1,air,air,0,0,942.2,-0.26,straight,1,-180.23,76.72,727.26,Hillclimb
30.8,,riding,119.9,-1.64,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,air,air,0,0,945.8,-0.17,straight,1,-179.46,76.69,730.50,Hillclimb
30.9,,riding,119.4,-1.34,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,air,air,0,0,949.2,-0.08,straight,0,-178.69,76.56,733.73,Hillclimb
31.0,,riding,119.0,-1.05,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,air,air,0,0,952.3,0.01,straight,0,-177.92,76.34,736.95,Hillclimb
31.1,,riding,118.8,-0.75,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.2,air,air,0,0,955.2,0.10,straight,0,-177.16,76.02,740.14,Hillclimb
31.2,,riding,118.6,-0.46,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,957.9,0.19,straight,0,-176.40,75.60,743.32,Hillclimb
31.3,,riding,118.5,-0.18,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,960.6,0.28,straight,0,-175.65,75.09,746.49,Hillclimb
31.4,,riding,118.6,0.11,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,963.4,0.37,straight,0,-174.90,74.48,749.64,Hillclimb
31.5,,riding,118.7,0.39,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,966.6,0.46,straight,0,-174.15,73.78,752.77,Hillclimb
31.6,,riding,118.9,0.66,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,970.0,0.55,straight,0,-173.41,72.99,755.89,Hillclimb
31.7,,riding,119.3,0.93,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,973.5,0.64,straight,0,-172.67,72.09,758.99,Hillclimb
31.8,,riding,119.7,1.19,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,976.8,0.73,straight,0,-171.93,71.11,762.08,Hillclimb
31.9,,riding,120.2,1.45,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.2,air,air,0,0,980.2,0.82,straight,0,-171.20,70.03,765.15,Hillclimb
32.0,,riding,120.8,1.70,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.1,air,air,0,0,983.5,0.90,straight,0,-170.47,68.87,768.20,Hillclimb
32.1,,riding,121.5,1.94,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.1,air,air,0,0,986.9,0.99,straight,0,-169.74,67.60,771.25,Hillclimb
32.2,,riding,122.3,2.17,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.1,air,air,0,0,990.2,1.08,straight,0,-169.02,66.25,774.27,Hillclimb
32.3,,riding,123.2,2.40,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.1,air,air,0,0,993.6,1.16,straight,0,-168.31,64.81,777.28,Hillclimb
32.4,,riding,124.1,2.61,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.1,air,air,0,0,997.0,1.25,straight,0,-167.59,63.27,780.28,Hillclimb
32.5,,riding,125.1,2.82,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.1,air,air,0,0,1000.4,1.33,straight,0,-166.88,61.65,783.26,Hillclimb
32.6,,riding,126.2,3.02,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.0,air,air,0,0,1003.8,1.42,straight,0,-166.17,59.93,786.22,Hillclimb
32.7,,riding,127.4,3.21,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,air,air,0,0,1007.2,1.50,straight,0,-165.47,58.13,789.17,Hillclimb
32.8,,riding,128.6,3.40,0.00,0.000,13.4,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,1.0,air,air,0,0,1010.7,1.58,straight,0,-164.77,56.24,792.11,Hillclimb
32.9,,riding,128.6,0.03,0.07,0.002,13.4,0.0,0.0,-0.1,0.0,1.0,0.0,0.0,1.0,road,road,1,1,1014.1,1.67,straight,0,-164.07,54.34,795.06,Hillclimb
33.0,,riding,78.1,-140.27,-74.61,-3.438,-5.9,0.0,0.0,21.6,-11.9,1.0,0.0,0.0,2.7,road,road,1,1,1016.6,1.91,straight,0,-163.74,54.04,797.36,Hillclimb
33.1,,riding,77.9,-0.61,-40.64,-1.878,-21.5,0.0,0.0,37.2,-27.6,1.0,0.0,0.0,2.7,air,air,0,0,1018.7,2.25,straight,0,-163.51,53.92,799.52,Hillclimb
33.2,,riding,77.8,-0.17,6.57,0.304,-25.9,0.0,0.0,37.4,-32.0,1.0,0.0,0.0,2.7,air,air,0,0,1020.8,2.58,straight,0,-163.28,53.70,801.65,Hillclimb
33.3,,riding,77.9,0.27,45.73,2.112,-18.3,0.0,0.0,-12.4,-24.4,1.0,0.0,0.0,2.7,air,air,0,0,1022.9,2.91,straight,0,-163.06,53.39,803.78,Hillclimb
33.4,,riding,78.2,0.70,61.27,2.821,-3.3,0.0,0.0,-35.5,-9.4,1.0,0.0,0.0,2.7,air,air,0,0,1025.1,3.24,straight,0,-162.83,52.97,805.90,Hillclimb
33.5,,riding,78.6,1.12,54.68,2.505,12.2,0.0,0.0,-42.1,6.1,1.0,0.0,0.0,2.7,air,air,0,0,1027.2,3.57,straight,0,-162.61,52.47,808.01,Hillclimb
33.6,,riding,79.1,1.53,36.19,1.646,24.5,0.0,0.0,-45.6,18.4,1.0,0.0,0.0,2.7,air,air,0,0,1029.4,3.90,straight,0,-162.38,51.86,810.11,Hillclimb
33.7,,riding,79.8,1.92,4.11,0.185,29.8,0.0,0.0,-46.6,23.7,1.0,0.0,0.0,2.6,air,air,0,0,1031.6,4.22,straight,0,-162.16,51.16,812.19,Hillclimb
33.8,,riding,80.7,2.29,-26.67,-1.190,26.5,0.0,0.0,0.8,20.4,1.0,0.0,0.0,2.6,air,air,0,0,1033.8,4.55,straight,0,-161.94,50.37,814.27,Hillclimb
33.9,,riding,81.6,2.65,-43.22,-1.907,17.0,0.0,0.0,28.8,11.0,1.0,0.0,0.0,2.5,air,air,0,0,1036.0,4.87,straight,0,-161.72,49.49,816.34,Hillclimb
34.0,,riding,82.7,2.99,-41.25,-1.796,6.1,0.0,0.0,40.2,-0.0,1.0,0.0,0.0,2.4,air,air,0,0,1038.2,5.19,straight,0,-161.50,48.51,818.39,Hillclimb
34.1,,riding,83.9,3.32,-34.63,-1.486,-3.5,0.0,0.0,44.8,-9.6,1.0,0.0,0.0,2.4,air,air,0,0,1040.5,5.51,straight,0,-161.28,47.43,820.44,Hillclimb
34.2,,riding,84.1,0.60,27.86,1.193,-2.6,0.0,0.0,15.5,-4.6,1.0,0.0,0.0,2.4,air,road,0,1,1042.7,5.90,straight,0,-161.15,46.43,822.54,Hillclimb
34.3,,riding,86.2,5.96,9.30,0.388,2.3,0.0,0.0,-22.4,0.8,1.0,0.0,0.0,2.3,road,road,1,1,1045.0,6.41,straight,0,-161.09,45.65,824.79,Hillclimb
34.4,,riding,89.0,7.76,1.19,0.048,3.2,0.0,0.0,-23.1,0.6,1.0,0.0,0.0,2.1,offroad,road,1,1,1047.4,6.94,straight,0,-161.00,44.97,827.14,Hillclimb
34.5,,riding,90.3,3.43,0.13,0.005,3.2,0.0,0.0,-9.0,0.2,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1049.9,7.44,straight,0,-160.88,44.26,829.54,Hillclimb
34.6,,riding,90.4,0.46,0.28,0.011,3.3,0.0,0.0,-4.9,0.2,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1052.3,7.94,straight,0,-160.75,43.53,831.95,Hillclimb
34.7,,riding,90.6,0.46,0.31,0.012,3.4,0.0,0.0,-3.0,0.2,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1054.8,8.44,straight,0,-160.62,42.78,834.35,Hillclimb
34.8,,riding,90.8,0.44,0.32,0.013,3.4,0.0,0.0,-2.3,0.2,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1057.3,8.93,straight,0,-160.48,42.03,836.75,Hillclimb
34.9,,riding,90.9,0.42,0.32,0.013,3.5,0.0,0.0,-2.1,0.2,1.0,0.0,0.0,2.0,offroad,offroad,1,1,1059.7,9.42,straight,0,-160.34,41.27,839.16,Hillclimb
35.0,,riding,91.0,0.29,10.66,0.421,5.0,0.0,0.0,-15.6,0.6,1.0,-1.0,-2.0,2.0,offroad,offroad,1,1,1062.2,9.89,straight,0,-160.18,40.51,841.57,Hillclimb
35.1,,riding,91.1,0.10,13.49,0.533,7.9,0.0,0.0,-36.5,1.5,1.0,-1.0,-2.0,2.0,offroad,offroad,1,1,1064.7,10.31,straight,0,-159.95,39.75,843.98,Hillclimb
35.2,,riding,91.0,-0.09,9.75,0.386,10.7,0.0,0.0,-42.4,1.8,1.0,-1.0,-2.0,2.0,offroad,offroad,1,1,1067.2,10.63,straight,0,-159.62,39.00,846.37,Hillclimb
